id,brand,name,city,gu,address,gasoline,diesel,self,car_wash,charging_station,car_maintenance,convenience_store,24_hours,lat,lng
123,현대오일뱅크,현대오일뱅크㈜직영 금천제일주유소,서울,금천구,서울 금천구 남부순환로 1410 (독산동),1689,1569,1,0,0,0,0,0,37.48020770000000,126.90748050000000
124,GS칼텍스,이엠석유(주)배꽃나라주유소,서울,노원구,서울 노원구 화랑로 466 (공릉1동),1625,1525,1,1,0,1,0,0,37.62381370000000,127.07350970000000
125,현대오일뱅크,(주)정건에너지직영,서울,노원구,서울 노원구 노원로17길 29 (하계동),1625,1535,1,1,0,0,0,0,37.64218800000000,127.07039430000000
126,현대오일뱅크,화랑대주유소,서울,노원구,서울 노원구 화랑로 483,1635,1545,1,1,0,0,0,0,37.61957719999999,127.08063050000000
127,S-OIL,태릉솔밭주유소,서울,노원구,서울 노원구 노원로 49 (공릉동),1635,1545,1,1,0,0,0,1,37.62596520000000,127.08558970000000
128,GS칼텍스,월계주유소,서울,노원구,서울 노원구 월계로 252 (월계동),1645,1545,1,1,0,1,0,0,37.62477840000000,127.05076590000000
129,SK에너지,삼육주유소,서울,노원구,서울 노원구 화랑로 822 (공릉동),1645,1545,1,1,0,0,0,0,37.63863790000000,127.10905970000000
130,S-OIL,구도일주유소 불암,서울,노원구,서울 노원구 한글비석로 268 (중계동),1648,1553,1,1,0,0,0,0,37.65135130000000,127.07724010000000
131,S-OIL,한신주유소,서울,노원구,서울 노원구 동일로 1089 (공릉동),1650,1560,1,1,0,0,0,0,37.63047220000000,127.09099040000000
132,GS칼텍스,성북역주유소,서울,노원구,서울 노원구 광운로 95 (월계동),1658,1558,1,0,0,0,0,0,37.62577100000000,127.05993650000000
133,현대오일뱅크,상계동주유소,서울,노원구,서울 노원구 노원로26길 191 (상계동),1660,1575,0,0,0,1,0,0,37.65839380000000,127.07113750000000
134,SK에너지,SK에너지㈜직영 상계주유소,서울,노원구,서울 노원구 노해로 527 (상계동),1679,1579,1,0,0,0,0,0,37.65593910000000,127.06640630000000
135,S-OIL,신성주유소,서울,노원구,서울 노원구 월계로 328 (월계동),1688,1588,1,1,0,0,0,1,37.62877860000000,127.05733510000000
136,GS칼텍스,하계삼호주유소,서울,노원구,서울 노원구 공릉로 294 (하계동),1755,1695,0,0,0,1,0,0,37.63361710000000,127.07228550000000
137,현대오일뱅크,이케이에너지 주식회사,서울,도봉구,서울 도봉구 도봉로 941 (도봉동),1590,1495,1,1,0,0,0,0,37.68843050000000,127.04533740000000
138,현대오일뱅크,(주)자연에너지 햇살주유소,서울,도봉구,서울 도봉구 방학로 142 (방학동),1599,1504,1,1,0,0,0,0,37.66300150000000,127.03633250000000
139,GS칼텍스,지에스칼텍스㈜ 방학동주유소,서울,도봉구,서울 도봉구 방학로 186,1599,1504,1,1,0,0,0,0,37.66241080000000,127.03147580000000
140,GS칼텍스,지에스칼텍스㈜ 도봉주유소,서울,도봉구,서울 도봉구 도봉로 895 (도봉동),1599,1504,1,1,1,1,0,1,37.68439150000000,127.04565690000000
141,S-OIL,한이에너지(주) 쌍문주유소,서울,도봉구,서울 도봉구 도봉로 547 (쌍문동),1599,1504,1,1,0,1,0,1,37.65335570000000,127.02710030000000
142,S-OIL,(주)헨지스에너지 구도일주유소 도봉,서울,도봉구,서울 도봉구 도봉로 706 (방학동),1605,1505,1,1,0,1,0,0,37.66686869999999,127.04353030000000
143,S-OIL,극동유화(주) 대안주유소,서울,도봉구,서울 도봉구 마들로 574 (창동),1619,1509,1,1,0,1,0,0,37.66151550000000,127.04752470000000
144,현대오일뱅크,(주)쌍문셀프주유소,서울,도봉구,서울 도봉구 노해로 161 (쌍문동),1625,1525,1,1,0,1,0,0,37.64902400000000,127.02688000000000
145,SK에너지,삼미북부셀프주유소,서울,도봉구,서울 도봉구 도봉로 437 (쌍문동),1629,1534,1,1,0,0,0,1,37.64982930000000,127.02001970000000
146,현대오일뱅크,노원교주유소,서울,도봉구,서울 도봉구 마들로 776 (도봉동),1635,1535,1,1,0,0,0,0,37.67898300000000,127.04972240000000
147,SK에너지,동일석유(주) 창동주유소,서울,도봉구,서울 도봉구  도봉로 434 (창동),1637,1537,1,1,0,1,0,0,37.64460740000000,127.03274860000000
148,GS칼텍스,대성산업(주)신창주유소,서울,도봉구,서울 도봉구 덕릉로 267 (창동),1645,1545,1,1,0,0,0,1,37.64133540000000,127.04023600000000
149,S-OIL,오복주유소,서울,도봉구,서울 도봉구 방학로 43,1676,1627,1,1,0,0,0,1,37.66234100000000,127.04745420000000
150,현대오일뱅크,HD현대오일뱅크㈜직영 영신주유소,서울,도봉구,서울 도봉구 방학로 151,1727,1637,1,0,0,0,0,0,37.66237960000000,127.03544810000000
151,SK에너지,동서울고속주유소,서울,동대문구,서울 동대문구 한천로 414,1607,1507,0,1,0,0,0,1,37.59754190000000,127.06803310000000
152,SK에너지,풍한주유소,서울,동대문구,서울 동대문구 안암로 168,1615,1515,1,0,0,0,0,1,37.58925310000000,127.03601220000000
153,현대오일뱅크,재정제2주유소,서울,동대문구,서울 동대문구 사가정로 90 (전농동),1617,1517,1,1,0,0,0,0,37.57586980000000,127.05564930000000
154,현대오일뱅크,재정주유소,서울,동대문구,서울 동대문구 전농로 121 (전농동),1617,1517,1,1,0,0,0,0,37.57570380000000,127.05743940000000
155,GS칼텍스,대성산업㈜청량리주유소,서울,동대문구,서울 동대문구 왕산로 289 (청량리동),1635,1535,1,1,1,0,0,1,37.58141770000000,127.04507240000000
156,GS칼텍스,대성산업(주)동마장주유소,서울,동대문구,서울 동대문구 고산자로 405 (용두동),1635,1535,1,1,0,1,0,1,37.57569160000000,127.03775030000000
157,S-OIL,(주)경동주유소,서울,동대문구,서울 동대문구 이문로 191 (이문동),1635,1535,1,1,0,0,0,0,37.60359600000000,127.06178550000000
158,GS칼텍스,(주)파랑에너지,서울,동대문구,서울 동대문구 망우로 126,1645,1545,1,1,0,0,1,0,37.59123120000000,127.06705400000000
159,SK에너지,삼영주유소,서울,동대문구,서울 동대문구 답십리로 258 (장안동),1647,1547,1,0,0,0,0,0,37.57230640000000,127.06882240000000
160,S-OIL,홍능주유소,서울,동대문구,서울 동대문구 홍릉로 87 (청량리동),1667,1577,1,0,0,0,0,0,37.58793800000000,127.04266120000000
161,SK에너지,(주)안국에너지 삼원셀프주유소,서울,동대문구,서울 동대문구 망우로 90 (휘경동),1668,1568,1,1,0,0,0,0,37.59018270000000,127.06326630000000
162,현대오일뱅크,HD현대오일뱅크㈜직영 스피드주유소,서울,동대문구,서울 동대문구 천호대로 453 (장안동),1669,1559,1,0,0,0,0,1,37.56320590000000,127.06963160000000
163,현대오일뱅크,배봉로주유소,서울,동대문구,서울 동대문구 서울시립대로 108,1695,1595,1,1,0,0,0,0,37.58001510000000,127.05104960000000
164,SK에너지,삼미상사(주)장안킹셀프주유소,서울,동대문구,서울 동대문구  한천로 100 (장안동),1724,1624,1,1,0,0,0,0,37.57903520000000,127.06964520000000
165,현대오일뱅크,창원이엔지주유소,서울,동작구,서울 동작구 사당로 59 (상도동),1665,1585,1,1,0,0,0,0,37.49486740000000,126.96133870000000
166,현대오일뱅크,HD현대오일뱅크㈜직영 사당셀프주유소,서울,동작구,서울 동작구 동작대로 73 (사당동),1684,1619,1,1,0,0,0,1,37.48310820000000,126.98153970000000
167,GS칼텍스,지에스칼텍스㈜직영 남성주유소,서울,동작구,서울 동작구 동작대로 135 (사당동),1684,1619,0,1,0,0,0,1,37.48868150000000,126.98196610000000
168,현대오일뱅크,HD현대오일뱅크㈜직영 신대방셀프주유소,서울,동작구,서울 동작구 시흥대로 616 (신대방동),1689,1574,1,1,0,1,0,1,37.48712039999999,126.90564440000000
169,현대오일뱅크,HD현대오일뱅크㈜직영 흑석동셀프주유소,서울,동작구,서울 동작구 현충로 101 (흑석동),1689,1629,1,1,0,0,0,1,37.50801320000000,126.96526930000000
170,S-OIL,매일주유소,서울,동작구,서울 동작구 상도로 139 (상도동),1699,1659,1,1,0,0,0,0,37.50273480000000,126.93508380000000
171,현대오일뱅크,HD현대오일뱅크㈜직영 동작주유소,서울,동작구,서울 동작구 상도로 403 (상도동),1699,1634,1,0,0,0,0,0,37.49347390000000,126.95652210000000
172,현대오일뱅크,성산대교셀프주유소,서울,마포구,서울 마포구 성산로 144,1599,1529,1,1,0,1,0,0,37.56429850000000,126.90934740000000
173,현대오일뱅크,청원주유소,서울,마포구,서울 마포구 월드컵북로 113 (성산동),1599,1529,1,1,0,0,0,0,37.56280180000000,126.91508320000000
174,S-OIL,에쓰오일(주)마포주유소,서울,마포구,서울 마포구 마포대로 186 (공덕동),1655,1589,1,1,0,0,0,0,37.55063050000000,126.95565110000000
175,S-OIL,에쓰오일(주) 염리동주유소,서울,마포구,서울 마포구 백범로 126 (염리동),1659,1589,1,1,0,0,0,0,37.54628630000000,126.94481370000000
176,현대오일뱅크,에스에스오토셀프,서울,마포구,서울 마포구 서강로 76 (창전동),1679,1609,1,1,0,0,0,1,37.54983370000000,126.93257240000000
177,SK에너지,(주)만성상사 대흥주유소,서울,마포구,서울 마포구 대흥로 61 (대흥동),1689,1619,1,0,0,0,0,1,37.54595480000000,126.93989910000000
178,SK에너지,(주)안국에너지 망원동주유소,서울,마포구,서울 마포구 월드컵로 119 (망원동),1698,1598,1,0,0,0,0,0,37.55878200000000,126.90725260000000
179,SK에너지,SK에너지 양지주유소,서울,마포구,서울 마포구 마포대로 69 (도화동),1699,1659,0,0,0,0,1,1,37.53770020000000,126.94640300000000
180,SK에너지,SK에너지(주) 안국주유소,서울,마포구,서울 마포구 양화로 33,1729,1679,0,0,0,0,0,1,37.54930640000000,126.91262170000000
181,GS칼텍스,지에스칼텍스(주)홍제동주유소,서울,서대문구,서울 서대문구 통일로 372,1609,1509,1,1,0,0,0,0,37.58354950000000,126.95013180000000
182,현대오일뱅크,(주)가재울뉴타운주유소,서울,서대문구,서울 서대문구 모래내로 205,1623,1523,0,1,0,0,1,1,37.57326730000000,126.92243180000000
183,S-OIL,(주)미래아스팔트 신우주유소,서울,서대문구,서울 서대문구 가좌로 106(홍은동),1623,1543,1,1,0,1,0,0,37.58226560000000,126.92660010000000
184,S-OIL,(주)한화미 구도일주유소 두꺼비,서울,서대문구,서울 서대문구 성산로 312,1623,1543,1,1,0,1,0,0,37.56604510000000,126.92490550000000
185,현대오일뱅크,HD현대오일뱅크㈜직영 독립문주유소,서울,서대문구,서울 서대문구 통일로 384 (홍제동),1639,1559,1,0,0,0,1,0,37.59317619999999,126.94673130000000
186,현대오일뱅크,HD현대오일뱅크㈜직영 연세주유소,서울,서대문구,서울 서대문구 연희로 184,1644,1554,1,1,0,0,0,0,37.57346110000000,126.93591900000000
187,SK에너지,중앙에너비스 동교지점,서울,서대문구,서울 서대문구 연희로 12 (창천동),1645,1545,0,1,0,0,1,0,37.55870150000000,126.93421390000000
188,SK에너지,행촌제2주유소,서울,서대문구,서울 서대문구 성산로 490 (대신동),1659,1586,1,1,0,0,1,1,37.56421990000000,126.94430960000000
189,SK에너지,(주)안국에너지 삼보셀프주유소,서울,서대문구,서울 서대문구 연희로 78 (연희동),1668,1588,1,1,0,1,0,0,37.56500070000000,126.92993050000000
190,S-OIL,㈜우남에너지 문화사랑주유소,서울,서대문구,서울 서대문구 세검정로 87 (홍제동),1689,1629,1,1,0,0,0,0,37.59551500000000,126.94855110000000
191,SK에너지,삼미상사(주)서부주유소,서울,서대문구,서울 서대문구 성산로 255,1694,1624,1,1,0,1,1,0,37.56758950000000,126.91884730000000
192,SK에너지,광호주유소,서울,서대문구,서울 서대문구 연희로 266 (홍은동),1698,1618,1,0,0,0,0,0,37.58068540000000,126.93646340000000
193,SK에너지,연희주유소,서울,서대문구,서울 서대문구 연희로 129 (연희동 89-7번지),1698,1618,1,0,0,0,1,0,37.56928600000000,126.93253130000000
194,자가상표,만남의광장주유소,서울,서초구,서울 서초구 양재대로12길 73-71,1569,1469,0,1,1,0,1,1,37.46008370000000,127.04216860000000
195,GS칼텍스,에너지 플러스 허브 내곡,서울,서초구,서울 서초구 헌릉로 210,1625,1525,1,1,0,0,0,1,37.45531010000000,127.06292770000000
196,S-OIL,양재최고주유소,서울,서초구,서울 서초구 매헌로 72 (양재동),1644,1544,1,0,0,0,0,0,37.46715770000000,127.03471500000000
197,S-OIL,헌릉로주유소,서울,서초구,서울 서초구 헌릉로 177 (내곡동),1654,1564,1,1,0,0,0,0,37.45737050000000,127.06026320000000
198,S-OIL,극동유화(주) 전당앞주유소,서울,서초구,서울 서초구 남부순환로 2391 (서초동),1655,1565,1,1,1,1,0,0,37.48055430000000,127.01182090000000
199,S-OIL,서초하이웨이 주유소,서울,서초구,서울 서초구 양재대로2길 100-30,1657,1577,1,1,0,0,0,1,37.45729520000000,127.01621410000000
200,SK에너지,신반포주유소,서울,서초구,서울 서초구 사평대로 94 (반포동),1660,1598,1,1,0,0,0,1,37.49839500000000,126.99480730000000
201,SK에너지,(주)대농석유 남태령주유소,서울,서초구,서울 서초구 과천대로 838 (방배동),1665,1575,1,1,0,0,0,0,37.46689580000000,126.98783190000000
202,SK에너지,태봉셀프주유소,서울,서초구,서울 서초구 태봉로 117 (우면동),1665,1575,1,1,0,1,0,0,37.46827570000000,127.02817700000000
203,S-OIL,에쓰오일(주)직영 오토테크주유소,서울,서초구,서울특별시 서초구  효령로 356 (서초동),1665,1575,1,1,0,1,0,0,37.48648080000000,127.02285910000000
204,현대오일뱅크,HD현대오일뱅크㈜직영 팔레스주유소,서울,서초구,서울 서초구 사평대로 136 (반포동),1670,1609,0,0,0,0,0,1,37.50013939999999,126.99918330000000
205,GS칼텍스,에너지플러스허브 삼방주유소,서울,서초구,서울 서초구 사평대로 364 (서초동),1676,1639,1,1,0,0,0,1,37.50371230000000,127.02309580000000
206,GS칼텍스,반포그린주유소,서울,서초구,서울 서초구 서초중앙로 239 (반포동),1676,1639,1,1,0,0,0,0,37.50323250000000,127.01085590000000
207,GS칼텍스,지에스칼텍스(주)선천주유소,서울,서초구,서울 서초구 동작대로 206 (방배동),1684,1619,1,0,0,0,0,0,37.49494250000000,126.98320560000000
208,GS칼텍스,대성석유(주)연일주유소,서울,서초구,서울 서초구 남부순환로 2451,1686,1595,1,0,0,0,1,0,37.48258680000000,127.01851280000000
209,현대오일뱅크,HD현대오일뱅크㈜직영 사평로주유소,서울,서초구,서울 서초구 사평대로 350 (서초동),1686,1649,1,0,0,0,0,0,37.50330260000000,127.02152110000000
210,현대오일뱅크,HD현대오일뱅크㈜직영 방배현대주유소,서울,서초구,서울 서초구 동작대로 182 (방배동),1692,1620,1,0,0,1,0,0,37.49285470000000,126.98318290000000
211,GS칼텍스,대성산업(주)직영 터미널(고속)주유소,서울,서초구,서울 서초구 신반포로 222 (반포동),1695,1655,1,0,0,0,0,1,37.50676880000000,127.00882140000000
212,현대오일뱅크,HD현대오일뱅크㈜직영 서초제일주유소,서울,서초구,서울 서초구 사임당로 116 (서초동),1699,1651,1,0,0,0,0,0,37.49055730000000,127.02260520000000
213,현대오일뱅크,HD현대오일뱅크㈜직영 양재현대주유소,서울,서초구,서울 서초구 마방로 6,1699,1604,1,0,0,0,0,0,37.47357210000000,127.03970390000000
214,SK에너지,대신석유(주)대우주유소,서울,서초구,서울 서초구 양재대로 173 (양재동),1699,1597,1,1,0,0,1,1,37.46283090000000,127.03755760000000
215,SK에너지,양재주유소,서울,서초구,서울 서초구 바우뫼로 178,1699,1604,1,0,0,0,0,1,37.47808850000001,127.03959220000000
216,GS칼텍스,지에스칼텍스(주)남서울주유소,서울,서초구,서울 서초구 나루터로 83 (잠원동),1769,1729,1,0,0,0,1,1,37.51615670000000,127.01891450000000
217,SK에너지,방배동주유소,서울,서초구,서울 서초구 효령로 29 (방배동),1893,1796,1,0,0,0,0,0,37.47810260000000,126.98776810000000
218,SK에너지,대신석유㈜서원주유소,서울,서초구,서울 서초구 반포대로 142 (서초동),1998,1898,1,0,0,0,0,0,37.49280160000000,127.00758730000000
219,S-OIL,(주)선문에너지 중앙주유소,서울,서초구,서울특별시 서초구  바우뫼로 219 (양재1동),2168,1989,1,0,0,0,0,0,37.48155140000000,127.04223430000000
220,S-OIL,(주)서울에너지 직영,서울,성동구,서울 성동구 천호대로 324 (용답동),1573,1473,1,1,0,0,0,1,37.56426070000001,127.05568500000000
221,SK에너지,성동스카이셀프주유소,서울,성동구,서울 성동구 천호대로 392,1585,1485,1,1,0,0,0,1,37.56143030000000,127.06232720000000
222,현대오일뱅크,HD현대오일뱅크㈜직영 효진주유소,서울,성동구,서울 성동구 동일로 129,1615,1508,1,0,0,0,0,0,37.54407130000001,127.06471010000000
223,GS칼텍스,지에스칼텍스㈜ 도루코주유소,서울,성동구,서울 성동구 아차산로 180,1615,1508,1,1,0,1,0,1,37.54205250000000,127.06343010000000
224,S-OIL,아이콘주유소,서울,성동구,서울 성동구 고산자로 273 (도선동),1648,1538,1,1,0,0,0,1,37.56338320000000,127.03293880000000
225,현대오일뱅크,HD현대오일뱅크㈜직영 성동셀프주유소,서울,성동구,서울 성동구 마장로 311 (마장동),1655,1550,1,1,0,0,0,0,37.56701440000000,127.04372720000000
226,SK에너지,SK에너지(주) 군자동주유소,서울,성동구,서울 성동구 천호대로 446 (용답동),1659,1549,1,0,0,0,0,1,37.56055500000001,127.06834330000000
227,SK에너지,SK세원2주유소,서울,성동구,서울 성동구 광나루로 184 (성수동1가),1796,1710,1,0,0,1,0,0,37.55090950000000,127.05050020000000
228,SK에너지,SK에너지(주) 성수주유소,서울,성동구,서울 성동구 뚝섬로 352 (성수동1가),1798,1735,1,0,0,0,0,0,37.53996340000000,127.04993800000000
229,SK에너지,SK KH에너지 성수만세주유소,서울,성동구,서울 성동구 왕십리로 109,1798,1715,1,1,0,0,0,0,37.54753460000000,127.04425570000000
230,현대오일뱅크,동일주유소,서울,성동구,서울 성동구 광나루로 254 (성수동2가),1987,1889,1,0,0,0,0,0,37.54845400000000,127.05784680000000
231,SK에너지,청계로주유소,서울,성동구,서울 성동구 청계천로 454 (하왕십리동),2095,1995,1,0,0,0,0,0,37.57009730000000,127.02740440000000
232,현대오일뱅크,이케이에너지(주) 강산제2주유소,서울,성북구,서울 성북구 보국문로 52,1599,1509,1,1,0,0,0,0,37.60918500000000,127.01003140000000
233,GS칼텍스,(주)삼표에너지 정릉주유소,서울,성북구,서울 성북구 보국문로 35 (정릉동),1599,1509,1,1,0,1,0,0,37.60764260000000,127.00994870000000
234,GS칼텍스,이케이에너지㈜ 강산주유소,서울,성북구,서울 성북구 보문로 27 (보문동7가),1605,1515,1,1,0,0,0,1,37.57977890000000,127.02236270000000
235,SK에너지,중앙에너비스 종암지점,서울,성북구,서울 성북구 종암로 58,1615,1515,1,1,0,0,0,1,37.59560860000000,127.03604730000000
236,현대오일뱅크,장삼 쌍둥이 주유소,서울,성북구,서울 성북구 한천로 612 (장위동),1615,1525,1,1,0,0,0,0,37.61360430000000,127.06029930000000
237,GS칼텍스,지에스칼텍스(주) 종암주유소,서울,성북구,서울 성북구 종암로 145 (종암동),1615,1515,1,1,0,0,0,1,37.60276360000000,127.03206340000000
238,현대오일뱅크,(주)성북주유소,서울,성북구,서울 성북구 보문로 142,1625,1535,1,1,0,0,0,0,37.58757749999999,127.01844700000000
239,GS칼텍스,㈜명연에너지 효성주유소,서울,성북구,서울 성북구 화랑로 27,1625,1555,1,1,0,1,0,1,37.60312810000000,127.03517260000000
240,S-OIL,장위주유소,서울,성북구,서울 성북구 화랑로 110 (하월곡동),1625,1515,1,1,0,0,0,1,37.60464510000000,127.03939120000000
241,SK에너지,우리주유소,서울,성북구,서울 성북구 화랑로 292,1634,1535,1,1,0,1,0,1,37.61261180000000,127.06142480000000
242,현대오일뱅크,HD현대오일뱅크㈜직영 고대셀프주유소,서울,성북구,서울 성북구 종암로 12 (종암동),1645,1545,1,1,0,0,0,0,37.59165210000000,127.03667170000000
243,현대오일뱅크,HD현대오일뱅크㈜직영 북악셀프주유소,서울,성북구,서울 성북구 정릉로 218 (정릉동),1647,1545,1,1,0,0,0,0,37.60550010000000,127.00858180000000
244,S-OIL,(주)신용 구도일주유소화랑로,서울,성북구,서울 성북구 화랑로 174,1653,1543,1,1,0,1,0,0,37.60686780000000,127.05006410000000
245,현대오일뱅크,HD현대오일뱅크㈜직영 아리랑주유소,서울,성북구,서울 성북구 아리랑로 96 (정릉동),1680,1599,1,0,0,0,0,0,37.60048800000000,127.01426640000000
246,S-OIL,동일주유소,서울,성북구,서울특별시 성북구  보문로 85 (보문동5가),1685,1598,1,1,0,0,0,1,37.58270419999999,127.01919180000000
247,S-OIL,삼선주유소,서울,성북구,서울 성북구 창경궁로 324,1739,1565,1,1,0,0,0,0,37.58798880000000,127.00557400000000
248,SK에너지,한강에너지(주)퍼스트주유소,서울,송파구,서울 송파구 삼학사로 22 (석촌동),1633,1543,1,1,0,1,0,0,37.49931440000000,127.09706620000000
249,S-OIL,위례드림주유소,서울,송파구,서울시 송파구  위례중앙로 10,1643,1554,1,1,0,0,0,1,37.47542740000000,127.12847070000000
250,SK에너지,남성대주유소,서울,송파구,서울 송파구 송파대로 52 (장지동),1643,1554,1,1,0,1,0,1,37.47538410000000,127.12758550000000
251,GS칼텍스,삼화주유소,서울,송파구,서울 송파구 백제고분로 125,1643,1553,0,1,0,0,0,1,37.50658820000000,127.08100650000000
252,S-OIL,위례제일주유소 (주)버드에너지,서울,송파구,서울 송파구 위례서로 260,1643,1554,1,1,0,0,0,0,37.48781530000000,127.14269530000000
253,S-OIL,상아주유소,서울,송파구,서울 송파구 거마로 82,1643,1544,1,1,0,0,0,0,37.50020200000000,127.14787030000000
254,GS칼텍스,(주)삼표에너지 아시아주유소,서울,송파구,서울 송파구 도곡로 438 (잠실동),1643,1553,1,1,0,0,0,0,37.50459580000000,127.07736930000000
255,GS칼텍스,지에스칼텍스(주)가든파이브주유소,서울,송파구,서울 송파구 탄천동로 740,1653,1554,1,1,0,0,1,1,37.49729620000000,127.08924730000000
256,GS칼텍스,지에스칼텍스(주)스마트위례주유소,서울,송파구,서울 송파구 위례중앙로 43 (장지동),1653,1554,1,1,0,0,0,0,37.47541610000000,127.13215450000000
257,SK에너지,대성주유소,서울,송파구,서울 송파구 마천로 230 (마천동),1668,1578,1,0,0,0,0,0,37.50005400000000,127.14314730000000
258,SK에너지,(주)신화에너지 서울지점,서울,송파구,서울 송파구 가락로 47 (석촌동),1669,1568,1,1,0,1,0,1,37.49949020000000,127.10174190000000
259,현대오일뱅크,HD현대오일뱅크㈜직영 잠실셀프주유소,서울,송파구,서울 송파구 송파대로 397 (석촌동),1673,1573,0,1,0,0,0,1,37.50272770000000,127.10896700000000
260,현대오일뱅크,지에스이앤알 직영 송파제일주유소,서울,송파구,서울 송파구 삼학사로 50 (석촌동),1675,1549,1,1,0,1,0,1,37.50167130000000,127.09733360000000
261,GS칼텍스,(주)삼표에너지 훼미리주유소,서울,송파구,서울 송파구 중대로 58 (문정동),1677,1577,1,0,0,0,0,0,37.49123530000000,127.11535330000000
262,GS칼텍스,(주)삼표에너지 우리주유소,서울,송파구,서울 송파구 동남로 153,1677,1587,1,1,0,0,0,0,37.49238570000001,127.12735830000000
263,SK에너지,(주)유진주유소,서울,송파구,서울 송파구 동남로 325 (오금동),1682,1592,1,0,0,0,0,0,37.50457780000000,127.13843850000000
264,SK에너지,백제고분로주유소,서울,송파구,서울 송파구 오금로 143 (방이동),1683,1593,1,1,0,1,1,1,37.51223260000000,127.11687660000000
265,SK에너지,방이주유소,서울,송파구,서울 송파구 위례성대로12길 38 (방이동),1683,1593,1,0,0,1,0,0,37.51067440000000,127.12082230000000
266,S-OIL,(주)잠실에너지,서울,송파구,서울 송파구 송파대로 442 (송파동),1683,1593,1,1,0,1,0,1,37.50510720000000,127.11354690000000
267,SK에너지,완불주유소,서울,송파구,서울 송파구 송파대로 3 (장지동),1686,1608,1,1,0,0,0,1,37.47110970000000,127.12617080000000
268,현대오일뱅크,제트라인DM주유소,서울,송파구,서울 송파구 중대로 183 (가락동),1692,1595,0,0,0,1,0,0,37.49850470000000,127.12543100000000
269,GS칼텍스,송파주유소,서울,송파구,서울 송파구 송이로 28 (송파동),1695,1595,0,1,0,1,0,0,37.50884940000000,127.10640090000000
270,현대오일뱅크,(유)호림플러스홀딩스 남성주유소,서울,송파구,서울 송파구 백제고분로 474 (방이동),1697,1597,1,0,0,0,0,0,37.51259170000000,127.11397090000000
271,현대오일뱅크,(주)정직한주유소,서울,송파구,서울 송파구 오금로 455 (거여동),1697,1607,1,1,0,0,0,0,37.48972790000000,127.14499120000000
272,GS칼텍스,대성석유(주)석촌주유소,서울,송파구,서울 송파구 백제고분로 289,1697,1597,0,0,0,1,0,0,37.50282420000000,127.09857250000000
273,현대오일뱅크,HD현대오일뱅크㈜직영 올림픽셀프주유소,서울,송파구,서울 송파구 위례성대로 188 (오금동),1718,1628,1,1,0,1,0,1,37.50982500000000,127.13160700000000
274,SK에너지,대신석유(주)진양주유소,서울,송파구,서울 송파구 올림픽로 499 (풍납동),1898,1798,1,0,0,0,0,0,37.53366830000000,127.12061780000000
275,GS칼텍스,플라트(주)서호주유소,서울,양천구,서울 양천구 남부순환로 317,1582,1482,1,1,0,1,0,0,37.53866090000000,126.82683670000000
276,S-OIL,현대주유소,서울,양천구,서울 양천구 남부순환로 372 (신월동),1582,1482,1,1,0,0,0,0,37.53387270000000,126.82926250000000
277,SK에너지,가로공원주유소,서울,양천구,서울 양천구 가로공원로 165 (신월동),1582,1482,1,0,0,0,0,1,37.53701570000000,126.83428520000000
278,현대오일뱅크,형산석유(주)원주유소,서울,양천구,서울 양천구 남부순환로 408,1605,1503,1,0,0,1,0,0,37.53113889999999,126.83098180000000
279,SK에너지,개나리Self주유소,서울,양천구,서울 양천구 남부순환로 442 (신월동),1605,1503,1,1,0,1,0,0,37.52828250000000,126.83294760000000
280,알뜰주유소,양천구주유소,서울,양천구,서울 양천구 국회대로 275 (목동),1619,1519,1,1,0,1,0,1,37.53031490000000,126.86551680000000
281,현대오일뱅크,현대오일뱅크(주)직영 양천셀프주유소,서울,양천구,서울 양천구 목동로 17,1634,1565,1,1,0,0,0,0,37.51066750000000,126.87103520000000
282,현대오일뱅크,HD현대오일뱅크㈜직영 남부순환셀프주유소,서울,양천구,서울 양천구 남부순환로 553 (신월동),1644,1549,1,1,0,0,1,1,37.51949210000000,126.83880270000000
283,SK에너지,SK에너지(주) 경인주유소,서울,양천구,서울 양천구 국회대로 170 (신정동),1649,1594,1,1,0,0,0,0,37.52815540000000,126.85382350000000
284,GS칼텍스,지에스이앤알 직영 서울주유소,서울,양천구,서울 양천구 신정로 236 (신정동),1655,1547,1,1,0,0,0,0,37.51056100000000,126.84769710000000
285,SK에너지,SK에너지(주) 신평,서울,양천구,서울 양천구 목동남로 62,1659,1584,1,0,0,1,0,0,37.50938420000000,126.86621700000000
286,현대오일뱅크,신정동주유소,서울,양천구,서울 양천구 안양천로 663 (신정동),1667,1567,1,1,0,0,1,0,37.50655370000000,126.87115420000000
287,SK에너지,목동주유소,서울,양천구,서울 양천구 목동중앙로 125 (목동),1667,1572,1,1,0,0,0,0,37.53961590000000,126.87457550000000
288,GS칼텍스,(주)삼표에너지 목동주유소,서울,양천구,서울 양천구 목동서로 129 (목동),1669,1574,1,1,0,0,0,0,37.53216510000000,126.87551880000000
289,현대오일뱅크,현대오일뱅크(주)직영 양천현대셀프주유소,서울,양천구,서울 양천구 안양천로 1179 (목동),1669,1574,1,1,1,1,1,1,37.54597780000000,126.88135410000000
290,GS칼텍스,지에스칼텍스㈜ 건지주유소,서울,양천구,서울 양천구 안양천로 1171 (목동),1669,1574,1,1,0,0,0,0,37.54532430000000,126.88211120000000
